Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
1,Hoffenheim,2022-05-14,1.6,@,Gladbach,de Bundesliga,L 1-5,1,5,-4,45,1,0,0,0,1.6,1.6,-1.6,-0.8,1.5,1.3,-0.6,-0.6,-0.5,0.16,10,0.1,0.5,2,20,17,1,Match Report
2,Bayern Munich,2022-05-14,2.1,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,67,2,0,0,0,2.1,2.1,+0.7,+0.7,2,2.7,-0.1,-0.1,0,0.08,26,0.08,0.25,8,30.8,17.1,0,Match Report
3,Augsburg,2022-05-14,1.1,,Greuther Fürth,de Bundesliga,W 2-1,2,1,+1,49,1,1,1,0,1.1,0.3,+0.7,-0.1,0.3,0.5,+0.9,+0.7,+0.7,0.05,7,0.14,0.5,2,28.6,18.3,1,Match Report
4,Greuther Fürth,2022-05-14,0.5,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,51,1,0,0,0,0.5,0.5,-0.7,+0.1,0.4,0.4,+0.5,+0.5,+0.6,0.07,7,0.14,0.25,4,57.1,19.9,0,Match Report
5,Arminia,2022-05-14,1.6,,RB Leipzig,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,1.6,1.6,-1.4,-1.4,0.3,0.2,-0.6,-0.6,+0.7,0.19,9,0.11,0.25,4,44.4,14.4,0,Match Report
6,Hertha BSC,2022-05-14,1,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,27,0,1,1,0,1,0.2,-0.4,-0.5,0.2,0.2,0,-0.2,-0.2,0.04,4,0,,0,0,21.4,0,Match Report
7,Gladbach,2022-05-14,3.2,,Hoffenheim,de Bundesliga,W 5-1,5,1,+4,55,4,1,1,0,3.2,2.4,+1.6,+0.8,1.5,1.2,+1.8,+1.6,+0.5,0.15,17,0.24,0.5,8,47.1,15.1,0,Match Report
8,Wolfsburg,2022-05-14,1.5,,Bayern Munich,de Bundesliga,D 2-2,2,2,0,33,2,0,0,0,1.5,1.5,-0.7,-0.7,1.4,1.1,+0.5,+0.5,+0.6,0.16,9,0.22,1,2,22.2,18.3,0,Match Report
9,Stuttgart,2022-05-14,3.9,,Köln,de Bundesliga,W 2-1,2,1,+1,34,2,0,1,1,3.9,3.1,+2.7,+1.9,2.1,1.7,-1.9,-1.1,-0.1,0.14,23,0.09,0.18,11,47.8,15.8,0,Match Report
10,Union Berlin,2022-05-14,2.6,,Bochum,de Bundesliga,W 3-2,3,2,+1,43,2,1,1,0,2.6,1.9,+2.4,+1.7,1.3,1.1,+0.4,+0.1,-0.3,0.13,15,0.13,0.2,10,66.7,14.8,0,Match Report
11,Mainz 05,2022-05-14,1.3,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,49,2,0,0,0,1.3,1.3,-0.4,-0.4,0.8,1,+0.7,+0.7,+0.2,0.1,13,0.15,0.5,4,30.8,14.8,1,Match Report
12,Freiburg,2022-05-14,1.1,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,47,1,0,0,0,1.1,1.1,-1.1,-1.1,0.9,1.4,-0.1,-0.1,+0.1,0.08,13,0.08,0.5,2,15.4,15.3,0,Match Report
13,RB Leipzig,2022-05-14,3,@,Arminia,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,3,3,+1.4,+1.4,2.7,2.5,-2,-2,-1.7,0.16,20,0.05,0.1,10,50,12.4,0,Match Report
14,Dortmund,2022-05-14,1.3,,Hertha BSC,de Bundesliga,W 2-1,2,1,+1,73,1,1,1,0,1.3,0.6,+0.4,+0.5,0.5,1.1,+0.7,+0.4,+0.5,0.09,7,0.14,1,1,14.3,17.9,1,Match Report
15,Bochum,2022-05-14,0.2,@,Union Berlin,de Bundesliga,L 2-3,2,3,-1,57,2,0,0,0,0.2,0.2,-2.4,-1.7,0.2,0.4,+1.8,+1.8,+1.8,0.04,5,0.4,0.67,3,60,20.6,0,Match Report
16,Köln,2022-05-14,1.2,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,66,1,0,0,0,1.2,1.2,-2.7,-1.9,0.4,0.9,-0.2,-0.2,-0.4,0.09,13,0.08,0.5,2,15.4,15.9,0,Match Report
17,Leverkusen,2022-05-14,2.2,,Freiburg,de Bundesliga,W 2-1,2,1,+1,53,2,0,0,0,2.2,2.2,+1.1,+1.1,2.1,1.3,-0.2,-0.2,-0.1,0.2,11,0.18,0.67,3,27.3,18.7,0,Match Report
18,Eint Frankfurt,2022-05-14,1.6,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,1.6,1.6,+0.4,+0.4,1.1,0.9,+0.4,+0.4,-0.1,0.15,12,0.17,0.5,4,33.3,18.2,1,Match Report
19,Bayern Munich,2022-05-08,2.6,,Stuttgart,de Bundesliga,D 2-2,2,2,0,75,2,0,0,0,2.6,2.6,+1.1,+1.1,1.8,2.3,-0.6,-0.6,+0.2,0.14,22,0.09,0.29,7,31.8,13.6,0,Match Report
20,Augsburg,2022-05-08,0.3,@,RB Leipzig,de Bundesliga,L 0-4,0,4,-4,36,0,0,0,0,0.3,0.3,-2.9,-2.2,0.1,0.2,-0.3,-0.3,-0.1,0.05,6,0,0,1,16.7,22.4,0,Match Report
21,Gladbach,2022-05-08,1.4,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1.4,1.4,+0.6,+0.6,0.9,1.3,-0.4,-0.4,+0.1,0.12,12,0.08,0.17,6,50,18.3,1,Match Report
22,Stuttgart,2022-05-08,1.5,@,Bayern Munich,de Bundesliga,D 2-2,2,2,0,25,2,0,0,0,1.5,1.5,-1.1,-1.1,1.5,0.8,+0.5,+0.5,+0.5,0.1,15,0.13,0.4,5,33.3,18,0,Match Report
23,RB Leipzig,2022-05-08,3.2,,Augsburg,de Bundesliga,W 4-0,4,0,+4,64,3,1,1,0,3.2,2.5,+2.9,+2.2,2.3,1.5,+0.8,+0.5,-0.3,0.2,13,0.23,0.43,7,53.8,17.1,0,Match Report
24,Eint Frankfurt,2022-05-08,0.8,,Gladbach,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,0.8,0.8,-0.6,-0.6,0.7,0.7,+0.2,+0.2,+0.3,0.05,18,0.06,0.33,3,16.7,20,0,Match Report
25,Hoffenheim,2022-05-07,2.5,,Leverkusen,de Bundesliga,L 2-4,2,4,-2,47,2,0,0,0,2.5,2.5,-1.5,-1.5,1.9,1.4,-0.5,-0.5,+0.1,0.22,12,0.17,0.4,5,41.7,16.7,0,Match Report
26,Greuther Fürth,2022-05-07,1.3,,Dortmund,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,1.3,1.3,-0.2,-0.2,0.8,0.5,-0.3,-0.3,+0.2,0.16,8,0.13,0.33,3,37.5,20,0,Match Report
27,Hertha BSC,2022-05-07,1.1,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,36,0,1,1,0,1.1,0.4,+0.4,-0.3,0.2,0.4,-0.1,-0.4,-0.2,0.04,9,0,,0,0,22,0,Match Report
28,Wolfsburg,2022-05-07,1.1,@,Köln,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,1.1,1.1,-0.1,-0.1,1.1,0.7,-0.1,-0.1,-0.1,0.22,5,0.2,0.33,3,60,26.2,0,Match Report
29,Union Berlin,2022-05-07,2,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,29,4,0,0,0,2,2,+0.2,+0.2,0.7,0.5,+2.0,+2.0,+1.3,0.15,13,0.31,0.8,5,38.5,15.8,0,Match Report
30,Mainz 05,2022-05-07,0.7,@,Hertha BSC,de Bundesliga,W 2-1,2,1,+1,64,2,0,0,0,0.7,0.7,-0.4,+0.3,0.5,1.1,+1.3,+1.3,+1.5,0.06,11,0.18,0.4,5,45.5,17,1,Match Report
31,Freiburg,2022-05-07,1.8,,Union Berlin,de Bundesliga,L 1-4,1,4,-3,71,1,0,0,0,1.8,1.8,-0.2,-0.2,1.7,1.9,-0.8,-0.8,-0.7,0.1,19,0.05,0.33,3,15.8,17.1,0,Match Report
32,Dortmund,2022-05-07,1.5,@,Greuther Fürth,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,1.5,1.5,+0.2,+0.2,0.8,0.3,+1.5,+1.5,+1.2,0.19,8,0.38,0.75,4,50,14.2,0,Match Report
33,Köln,2022-05-07,1.2,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,1.2,1.2,+0.1,+0.1,0.7,1.3,-1.2,-1.2,-0.7,0.07,18,0,0,9,50,16.2,0,Match Report
34,Leverkusen,2022-05-07,4,@,Hoffenheim,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,4,4,+1.5,+1.5,3,1.8,0,0,+1.0,0.25,16,0.25,0.5,8,50,12.4,0,Match Report
35,Arminia,2022-05-06,0.8,@,Bochum,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,0.8,0.8,-1.3,-1.3,0.6,0.8,+0.2,+0.2,+0.4,0.06,14,0.07,0.25,4,28.6,21.1,0,Match Report
36,Bochum,2022-05-06,2.1,,Arminia,de Bundesliga,W 2-1,2,1,+1,60,1,0,0,0,2.1,2.1,+1.3,+1.3,2,1.8,-1.1,-1.1,-1,0.12,17,0.06,0.11,9,52.9,16.4,1,Match Report
37,Gladbach,2022-05-02,1.5,,RB Leipzig,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,1.5,1.5,+0.4,+0.4,1,0.5,+1.5,+1.5,+1.0,0.17,9,0.33,0.5,6,66.7,18,0,Match Report
38,RB Leipzig,2022-05-02,1.1,@,Gladbach,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,1.1,1.1,-0.4,-0.4,1,1.9,-0.1,-0.1,0,0.09,12,0.08,0.14,7,58.3,17.1,1,Match Report
39,Leverkusen,2022-05-02,1.8,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,55,2,0,0,0,1.8,1.8,+1.5,+1.5,1.6,1.1,+0.2,+0.2,+0.4,0.16,11,0.18,0.67,3,27.3,11.5,0,Match Report
40,Eint Frankfurt,2022-05-02,0.3,@,Leverkusen,de Bundesliga,L 0-2,0,2,-2,45,0,0,0,0,0.3,0.3,-1.5,-1.5,0.3,0.3,-0.3,-0.3,-0.3,0.03,9,0,0,4,44.4,25.1,0,Match Report
41,Hoffenheim,2022-04-30,2,,Freiburg,de Bundesliga,L 3-4,3,4,-1,58,3,0,0,0,2,2,-0.4,-0.4,1.6,1.7,+1.0,+1.0,+1.4,0.11,19,0.16,0.43,7,36.8,14.5,0,Match Report
42,Bayern Munich,2022-04-30,1.4,@,Mainz 05,de Bundesliga,L 1-3,1,3,-2,68,1,0,0,0,1.4,1.4,-1.9,-1.9,0.7,1.3,-0.4,-0.4,+0.3,0.21,7,0.14,1,1,14.3,19,0,Match Report
43,Augsburg,2022-04-30,1.7,,Köln,de Bundesliga,L 1-4,1,4,-3,47,1,0,0,0,1.7,1.7,-0.8,0,1.6,1.6,-0.7,-0.7,-0.6,0.14,12,0.08,0.25,4,33.3,14.2,2,Match Report
44,Arminia,2022-04-30,0.5,,Hertha BSC,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,0.5,0.5,-0.9,-0.9,0.5,0.8,+0.5,+0.5,+0.5,0.07,7,0.14,1,1,14.3,20.6,1,Match Report
45,Hertha BSC,2022-04-30,1.5,@,Arminia,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,1.5,1.5,+0.9,+0.9,1.4,1.5,-0.5,-0.5,-0.4,0.13,11,0.09,0.2,5,45.5,13.8,0,Match Report
46,Wolfsburg,2022-04-30,1.4,@,Stuttgart,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1.4,1.4,+0.7,+0.7,1.2,0.9,-0.4,-0.4,-0.2,0.1,15,0.07,0.2,5,33.3,19.9,1,Match Report
47,Stuttgart,2022-04-30,0.8,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,0.8,0.8,-0.7,-0.7,0.7,0.9,+0.2,+0.2,+0.3,0.04,19,0.05,0.2,5,26.3,18.9,0,Match Report
48,Mainz 05,2022-04-30,3.3,,Bayern Munich,de Bundesliga,W 3-1,3,1,+2,32,3,0,0,0,3.3,3.3,+1.9,+1.9,3.1,2.2,-0.3,-0.3,-0.1,0.15,22,0.14,0.43,7,31.8,15.1,0,Match Report
49,Freiburg,2022-04-30,2.4,@,Hoffenheim,de Bundesliga,W 4-3,4,3,+1,43,4,0,0,0,2.4,2.4,+0.4,+0.4,2.4,1.5,+1.6,+1.6,+1.6,0.22,11,0.36,0.8,5,45.5,16,1,Match Report
50,Dortmund,2022-04-30,4,,Bochum,de Bundesliga,L 3-4,3,4,-1,69,1,2,2,0,4,2.9,+2.4,+2.0,2.7,2,-1,-1.9,-1.7,0.18,16,0.06,0.14,7,43.8,17.1,0,Match Report
51,Bochum,2022-04-30,1.6,@,Dortmund,de Bundesliga,W 4-3,4,3,+1,31,3,1,1,0,1.6,0.8,-2.4,-2,0.8,0.9,+2.4,+2.2,+2.2,0.08,11,0.27,0.6,5,45.5,15.6,0,Match Report
52,Köln,2022-04-30,2.5,@,Augsburg,de Bundesliga,W 4-1,4,1,+3,53,3,1,1,0,2.5,1.7,+0.8,0,1.3,1.2,+1.5,+1.3,+1.7,0.11,16,0.19,0.5,6,37.5,14.9,0,Match Report
53,Greuther Fürth,2022-04-29,0.3,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,0.3,0.3,-1.1,-1.1,0.1,0.7,+0.7,+0.7,-0.1,0.04,7,0.14,0.5,2,28.6,22.4,0,Match Report
54,Union Berlin,2022-04-29,1.4,,Greuther Fürth,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,1.4,1.4,+1.1,+1.1,0.4,0.5,-0.4,-0.4,-0.4,0.18,8,0.13,0.33,3,37.5,13.4,0,Match Report
55,Augsburg,2022-04-24,1.9,@,Bochum,de Bundesliga,W 2-0,2,0,+2,41,1,1,1,0,1.9,1.2,+0.8,0,0.9,0.7,+0.1,-0.2,-0.9,0.11,11,0.09,0.25,4,36.4,16.9,0,Match Report
56,Hertha BSC,2022-04-24,1.4,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,42,2,0,0,0,1.4,1.4,+0.8,+0.8,1.2,0.9,+0.6,+0.6,+0.8,0.16,9,0.22,1,2,22.2,13.2,0,Match Report
57,Stuttgart,2022-04-24,0.6,@,Hertha BSC,de Bundesliga,L 0-2,0,2,-2,58,0,0,0,0,0.6,0.6,-0.8,-0.8,0.2,0.8,-0.6,-0.6,-0.2,0.05,12,0,0,5,41.7,21,0,Match Report
58,Bochum,2022-04-24,1.1,,Augsburg,de Bundesliga,L 0-2,0,2,-2,59,0,0,0,0,1.1,1.1,-0.8,0,0.8,1,-1.1,-1.1,-0.8,0.06,18,0,0,3,16.7,21,2,Match Report
59,Hoffenheim,2022-04-23,0.7,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,50,1,0,0,0,0.7,0.7,-0.6,-0.6,0.5,1.3,+0.3,+0.3,+0.5,0.07,10,0.1,0.25,4,40,18.6,0,Match Report
60,Bayern Munich,2022-04-23,1.7,,Dortmund,de Bundesliga,W 3-1,3,1,+2,58,3,0,0,0,1.7,1.7,+0.4,+1.2,1.2,1.3,+1.3,+1.3,+1.8,0.13,14,0.21,0.5,6,42.9,16.5,0,Match Report
61,Greuther Fürth,2022-04-23,0.9,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,52,1,0,0,0,0.9,0.9,-1.6,-1.6,0.9,0.7,+0.1,+0.1,+0.1,0.11,8,0.13,0.33,3,37.5,15.6,0,Match Report
62,Arminia,2022-04-23,0.9,@,Köln,de Bundesliga,L 1-3,1,3,-2,45,0,0,0,0,0.9,0.9,-1.1,-1.1,0.6,0.6,-0.9,-0.9,-0.6,0.07,13,0,0,4,30.8,18.6,1,Match Report
63,Gladbach,2022-04-23,1.6,@,Freiburg,de Bundesliga,D 3-3,3,3,0,38,2,1,1,0,1.6,0.8,-0.6,-0.6,0.8,0.8,+1.4,+1.2,+1.2,0.14,6,0.33,0.67,3,50,18.6,0,Match Report
64,Union Berlin,2022-04-23,1.4,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,46,2,0,0,0,1.4,1.4,+0.8,+0.8,1.3,1.3,+0.6,+0.6,+0.7,0.1,14,0.14,0.5,4,28.6,15.2,0,Match Report
65,Freiburg,2022-04-23,2.3,,Gladbach,de Bundesliga,D 3-3,3,3,0,62,2,1,1,0,2.3,1.5,+0.6,+0.6,1.3,1.1,+0.7,+0.5,+0.7,0.08,18,0.11,0.4,5,27.8,18,0,Match Report
66,RB Leipzig,2022-04-23,0.6,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,54,1,0,0,0,0.6,0.6,-0.8,-0.8,0.3,0.6,+0.4,+0.4,-0.3,0.11,5,0.2,1,1,20,18.9,0,Match Report
67,Dortmund,2022-04-23,1.3,@,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,42,0,1,1,0,1.3,0.5,-0.4,-1.2,0.5,0.8,-0.3,-0.5,-0.5,0.09,6,0,0,1,16.7,19.2,0,Match Report
68,Köln,2022-04-23,2,,Arminia,de Bundesliga,W 3-1,3,1,+2,55,3,0,0,0,2,2,+1.1,+1.1,1.5,1.6,+1.0,+1.0,+1.5,0.1,19,0.16,0.5,6,31.6,17,2,Match Report
69,Leverkusen,2022-04-23,2.5,@,Greuther Fürth,de Bundesliga,W 4-1,4,1,+3,48,4,0,0,0,2.5,2.5,+1.6,+1.6,0.6,0.8,+1.5,+1.5,+1.4,0.28,9,0.44,0.8,5,55.6,13.8,0,Match Report
70,Eint Frankfurt,2022-04-23,1.3,,Hoffenheim,de Bundesliga,D 2-2,2,2,0,50,2,0,0,0,1.3,1.3,+0.6,+0.6,1.2,1.3,+0.7,+0.7,+0.8,0.08,17,0.12,0.29,7,41.2,17.2,0,Match Report
71,Wolfsburg,2022-04-22,3.7,,Mainz 05,de Bundesliga,W 5-0,5,0,+5,60,4,1,1,0,3.7,2.9,+2.9,+2.1,1.5,1.7,+1.3,+1.1,+0.5,0.22,14,0.29,0.57,7,50,17.4,1,Match Report
72,Mainz 05,2022-04-22,0.7,@,Wolfsburg,de Bundesliga,L 0-5,0,5,-5,40,0,0,0,0,0.7,0.7,-2.9,-2.1,0.2,0.2,-0.7,-0.7,-0.2,0.15,5,0,0,3,60,18.7,0,Match Report
73,Hoffenheim,2022-04-17,1,,Greuther Fürth,de Bundesliga,D 0-0,0,0,0,58,0,0,0,0,1,1,+0.7,+0.7,0.8,1.7,-1,-1,-0.8,0.06,16,0,0,3,18.8,17.4,0,Match Report
74,Bayern Munich,2022-04-17,2.7,@,Arminia,de Bundesliga,W 3-0,3,0,+3,75,2,0,0,0,2.7,2.7,+2.3,+2.3,2.4,3,-0.7,-0.7,-0.4,0.12,22,0.09,0.25,8,36.4,16.5,0,Match Report
75,Greuther Fürth,2022-04-17,0.3,@,Hoffenheim,de Bundesliga,D 0-0,0,0,0,42,0,0,0,0,0.3,0.3,-0.7,-0.7,0.1,0.2,-0.3,-0.3,-0.1,0.04,8,0,0,1,12.5,24.2,1,Match Report
76,Arminia,2022-04-17,0.4,,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,0.4,0.4,-2.3,-2.3,0.2,0.4,-0.4,-0.4,-0.2,0.05,8,0,0,3,37.5,15.4,0,Match Report
77,Union Berlin,2022-04-17,1.1,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,1.1,1.1,+0.6,+0.6,0.8,1,+0.9,+0.9,+1.2,0.08,13,0.15,0.5,4,30.8,18.7,0,Match Report
78,RB Leipzig,2022-04-17,0.5,@,Leverkusen,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,0.5,0.5,-0.3,-0.3,0.3,0.4,+0.5,+0.5,+0.7,0.12,4,0.25,1,1,25,15.5,1,Match Report
79,Leverkusen,2022-04-17,0.8,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,0.8,0.8,+0.3,+0.3,0.7,1.3,-0.8,-0.8,-0.7,0.06,12,0,0,4,33.3,17.9,0,Match Report
80,Eint Frankfurt,2022-04-17,0.5,@,Union Berlin,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0.5,0.5,-0.6,-0.6,0.4,0.5,-0.5,-0.5,-0.4,0.05,10,0,0,3,30,19.2,0,Match Report
81,Augsburg,2022-04-16,1,,Hertha BSC,de Bundesliga,L 0-1,0,1,-1,59,0,0,0,0,1,1,-0.1,-0.1,0.8,0.7,-1,-1,-0.8,0.08,13,0,0,2,15.4,15.3,2,Match Report
82,Hertha BSC,2022-04-16,1.1,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,41,1,0,0,0,1.1,1.1,+0.1,+0.1,1,1.1,-0.1,-0.1,0,0.08,13,0.08,1,1,7.7,17.8,1,Match Report
83,Gladbach,2022-04-16,1.2,,Köln,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,1.2,1.2,-0.8,-0.8,0.9,0.8,-0.2,-0.2,+0.1,0.07,17,0.06,0.2,5,29.4,14.5,0,Match Report
84,Wolfsburg,2022-04-16,1.5,@,Dortmund,de Bundesliga,L 1-6,1,6,-5,40,1,0,0,0,1.5,1.5,-1.5,-1.5,0.7,1.5,-0.5,-0.5,-0.7,0.16,10,0.1,0.25,4,40,15.3,0,Match Report
85,Stuttgart,2022-04-16,0.7,@,Mainz 05,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0.7,0.7,+0.1,+0.1,0.6,0.8,-0.7,-0.7,-0.6,0.12,6,0,0,3,50,21.2,1,Match Report
86,Mainz 05,2022-04-16,0.6,,Stuttgart,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0.6,0.6,-0.1,-0.1,0.5,0.3,-0.6,-0.6,-0.5,0.05,11,0,,0,0,18.4,1,Match Report
87,Freiburg,2022-04-16,2.2,,Bochum,de Bundesliga,W 3-0,3,0,+3,62,3,0,0,0,2.2,2.2,+1.8,+1.8,2.2,2.3,+0.8,+0.8,+0.8,0.15,15,0.2,0.38,8,53.3,13.2,0,Match Report
88,Dortmund,2022-04-16,3,,Wolfsburg,de Bundesliga,W 6-1,6,1,+5,60,6,0,0,0,3,3,+1.5,+1.5,2.9,2.1,+3.0,+3.0,+3.1,0.25,12,0.5,0.75,8,66.7,14.7,0,Match Report
89,Bochum,2022-04-16,0.4,@,Freiburg,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,0.4,0.4,-1.8,-1.8,0.4,0.8,-0.4,-0.4,-0.4,0.04,10,0,0,3,30,21.3,0,Match Report
90,Köln,2022-04-16,2,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,42,3,0,0,0,2,2,+0.8,+0.8,1.7,1.2,+1.0,+1.0,+1.3,0.12,17,0.18,0.5,6,35.3,14,0,Match Report
91,Hoffenheim,2022-04-10,0.2,@,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,0.2,0.2,-1.3,-1.3,0.2,0.6,-0.2,-0.2,-0.2,0.06,3,0,,0,0,18.5,0,Match Report
92,Freiburg,2022-04-10,1,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,46,2,0,0,0,1,1,+0.1,+0.1,0.8,0.8,+1.0,+1.0,+1.2,0.09,12,0.17,0.5,4,33.3,14.9,0,Match Report
93,RB Leipzig,2022-04-10,1.5,,Hoffenheim,de Bundesliga,W 3-0,3,0,+3,51,3,0,0,0,1.5,1.5,+1.3,+1.3,1.3,1.3,+1.5,+1.5,+1.7,0.14,11,0.27,0.75,4,36.4,14.4,0,Match Report
94,Bochum,2022-04-10,0.7,,Leverkusen,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0.7,0.7,-0.7,+0.1,0.6,0.8,-0.7,-0.7,-0.6,0.06,12,0,0,2,16.7,14.8,0,Match Report
95,Leverkusen,2022-04-10,1.4,@,Bochum,de Bundesliga,D 0-0,0,0,0,59,0,0,1,1,1.4,0.6,+0.7,-0.1,0.5,0.9,-1.4,-0.6,-0.5,0.07,9,0,0,2,22.2,19.8,0,Match Report
96,Eint Frankfurt,2022-04-10,0.9,,Freiburg,de Bundesliga,L 1-2,1,2,-1,54,1,0,0,0,0.9,0.9,-0.1,-0.1,0.7,1.3,+0.1,+0.1,+0.3,0.05,18,0.06,0.2,5,27.8,20.3,1,Match Report
97,Bayern Munich,2022-04-09,1.5,,Augsburg,de Bundesliga,W 1-0,1,0,+1,67,0,1,1,0,1.5,0.7,+1.3,+0.5,0.7,1.6,-0.5,-0.7,-0.7,0.06,13,0,0,3,23.1,20.3,0,Match Report
98,Augsburg,2022-04-09,0.2,@,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,0.2,0.2,-1.3,-0.5,0.2,0.4,-0.2,-0.2,-0.2,0.04,6,0,0,1,16.7,22,0,Match Report
99,Greuther Fürth,2022-04-09,0.5,,Gladbach,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,0.5,0.5,-2.2,-1.4,0.4,0.6,-0.5,-0.5,-0.4,0.05,10,0,0,1,10,21.3,1,Match Report
100,Arminia,2022-04-09,0.4,@,Wolfsburg,de Bundesliga,L 0-4,0,4,-4,47,0,0,0,0,0.4,0.4,-1.6,-1.6,0.1,0.1,-0.4,-0.4,-0.1,0.05,7,0,0,3,42.9,22.1,0,Match Report
101,Hertha BSC,2022-04-09,0.7,,Union Berlin,de Bundesliga,L 1-4,1,4,-3,52,0,0,0,0,0.7,0.7,-1.1,-1.1,0.7,0.8,-0.7,-0.7,-0.7,0.07,11,0,0,3,27.3,17.4,0,Match Report
