Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
102,Gladbach,2022-04-09,2.7,@,Greuther Fürth,de Bundesliga,W 2-0,2,0,+2,50,1,1,1,0,2.7,1.9,+2.2,+1.4,1.8,1.6,-0.7,-0.9,-0.8,0.12,16,0.06,0.2,5,31.3,17.6,0,Match Report
103,Wolfsburg,2022-04-09,2,,Arminia,de Bundesliga,W 4-0,4,0,+4,53,4,0,0,0,2,2,+1.6,+1.6,1.9,1.7,+2.0,+2.0,+1.1,0.18,11,0.36,0.67,6,54.5,16,1,Match Report
104,Union Berlin,2022-04-09,1.8,@,Hertha BSC,de Bundesliga,W 4-1,4,1,+3,48,4,0,0,0,1.8,1.8,+1.1,+1.1,1.5,1.3,+2.2,+2.2,+2.5,0.12,16,0.25,0.33,12,75,17,1,Match Report
105,Mainz 05,2022-04-09,0.9,@,Köln,de Bundesliga,L 2-3,2,3,-1,46,2,0,0,0,0.9,0.9,-0.9,-0.9,0.3,0.5,+1.1,+1.1,+1.7,0.1,10,0.2,0.33,6,60,15,0,Match Report
106,Köln,2022-04-09,1.8,,Mainz 05,de Bundesliga,W 3-2,3,2,+1,54,3,0,0,0,1.8,1.8,+0.9,+0.9,1.2,0.7,+1.2,+1.2,+0.8,0.14,13,0.23,0.6,5,38.5,15.2,0,Match Report
107,Stuttgart,2022-04-08,1.7,,Dortmund,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,1.7,1.7,-0.2,-0.2,1.2,1,-1.7,-1.7,-1.2,0.13,13,0,0,2,15.4,15.9,0,Match Report
108,Dortmund,2022-04-08,1.9,@,Stuttgart,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,1.9,1.9,+0.2,+0.2,1.9,3,+0.1,+0.1,+0.1,0.16,12,0.17,0.5,4,33.3,17.3,0,Match Report
109,Augsburg,2022-04-06,1.8,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,38,1,1,1,0,1.8,1,0,-0.8,0.9,0.4,+0.2,0,+0.1,0.1,10,0.1,0.33,3,30,21.9,1,Match Report
110,Mainz 05,2022-04-06,1.8,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,62,1,0,0,0,1.8,1.8,0,+0.8,1.6,1.2,-0.8,-0.8,-0.6,0.11,16,0.06,0.33,3,18.8,18.2,2,Match Report
111,Augsburg,2022-04-03,1.6,,Wolfsburg,de Bundesliga,W 3-0,3,0,+3,39,3,0,0,0,1.6,1.6,+0.5,+0.5,1.5,1.2,+1.4,+1.4,+1.5,0.13,13,0.23,0.75,4,30.8,16.2,0,Match Report
112,Gladbach,2022-04-03,1.5,,Mainz 05,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,1.5,1.5,-0.4,-0.4,1.3,1.1,-0.5,-0.5,-0.3,0.09,16,0.06,0.14,7,43.8,21.6,1,Match Report
113,Wolfsburg,2022-04-03,1.1,@,Augsburg,de Bundesliga,L 0-3,0,3,-3,61,0,0,0,0,1.1,1.1,-0.5,-0.5,0.4,1.2,-1.1,-1.1,-0.4,0.06,18,0,0,5,27.8,17.6,0,Match Report
114,Mainz 05,2022-04-03,1.8,@,Gladbach,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,1.8,1.8,+0.4,+0.4,1,1.2,-0.8,-0.8,0,0.1,21,0.05,0.1,10,47.6,18.5,1,Match Report
115,Hoffenheim,2022-04-02,2,,Bochum,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,2,2,-0.1,-0.1,2,1.1,-1,-1,-1,0.16,13,0.08,0.17,6,46.2,16.2,1,Match Report
116,Bayern Munich,2022-04-02,2.1,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,61,4,0,0,0,2.1,2.1,+1.5,+1.5,1.3,3.1,+1.9,+1.9,+1.7,0.1,21,0.19,0.4,10,47.6,18.8,0,Match Report
117,Greuther Fürth,2022-04-02,0.6,@,Eint Frankfurt,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,0.6,0.6,-0.6,-0.6,0.5,0.5,-0.6,-0.6,-0.5,0.15,4,0,0,2,50,18.2,0,Match Report
118,Arminia,2022-04-02,1,,Stuttgart,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1,1,-1.2,-0.5,1,1.6,0,0,0,0.1,10,0.1,0.25,4,40,13.8,0,Match Report
119,Hertha BSC,2022-04-02,0.8,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,32,1,0,0,0,0.8,0.8,-0.7,-0.7,0.6,1,+0.2,+0.2,+0.4,0.11,7,0.14,0.25,4,57.1,13.9,0,Match Report
120,Stuttgart,2022-04-02,2.2,@,Arminia,de Bundesliga,D 1-1,1,1,0,47,0,1,1,0,2.2,1.5,+1.2,+0.5,1.4,1.7,-1.2,-1.5,-1.4,0.11,14,0,0,3,21.4,17.6,0,Match Report
121,Freiburg,2022-04-02,0.6,,Bayern Munich,de Bundesliga,L 1-4,1,4,-3,39,1,0,0,0,0.6,0.6,-1.5,-1.5,0.6,0.9,+0.4,+0.4,+0.4,0.08,8,0.13,0.33,3,37.5,18.9,1,Match Report
122,RB Leipzig,2022-04-02,1.1,@,Dortmund,de Bundesliga,W 4-1,4,1,+3,36,4,0,0,0,1.1,1.1,+0.3,+0.3,0.7,0.8,+2.9,+2.9,+2.3,0.11,10,0.4,0.8,5,50,16.4,0,Match Report
123,Dortmund,2022-04-02,0.7,,RB Leipzig,de Bundesliga,L 1-4,1,4,-3,64,1,0,0,0,0.7,0.7,-0.3,-0.3,0.5,1.6,+0.3,+0.3,+0.5,0.07,10,0.1,0.5,2,20,17.4,1,Match Report
124,Bochum,2022-04-02,2.1,@,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,42,2,0,0,0,2.1,2.1,+0.1,+0.1,1.2,0.6,-0.1,-0.1,-0.2,0.1,21,0.1,0.33,6,28.6,18.1,0,Match Report
125,Leverkusen,2022-04-02,1.5,,Hertha BSC,de Bundesliga,W 2-1,2,1,+1,68,2,0,0,0,1.5,1.5,+0.7,+0.7,1.2,2.4,+0.5,+0.5,+0.8,0.08,19,0.11,0.33,6,31.6,15.7,1,Match Report
126,Eint Frankfurt,2022-04-02,1.2,,Greuther Fürth,de Bundesliga,D 0-0,0,0,0,67,0,0,0,0,1.2,1.2,+0.6,+0.6,1.1,1.8,-1.2,-1.2,-1.1,0.06,21,0,0,6,28.6,18.2,0,Match Report
127,Union Berlin,2022-04-01,1.3,,Köln,de Bundesliga,W 1-0,1,0,+1,37,1,0,0,0,1.3,1.3,+0.9,+0.9,0.5,0.5,-0.3,-0.3,-0.5,0.1,12,0.08,0.25,4,33.3,16.5,1,Match Report
128,Köln,2022-04-01,0.3,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,63,0,0,0,0,0.3,0.3,-0.9,-0.9,0,0.2,-0.3,-0.3,0,0.06,6,0,0,1,16.7,18.8,0,Match Report
129,Wolfsburg,2022-03-20,1.1,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,1.1,1.1,+0.1,+0.1,1.1,1.7,-1.1,-1.1,-1.1,0.08,14,0,0,3,21.4,19.2,1,Match Report
130,RB Leipzig,2022-03-20,1.2,,Eint Frankfurt,de Bundesliga,D 0-0,0,0,0,55,0,0,0,0,1.2,1.2,+1.0,+1.0,1,1.6,-1.2,-1.2,-1,0.08,15,0,0,6,40,19,1,Match Report
131,Dortmund,2022-03-20,1.2,@,Köln,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,1.2,1.2,+0.1,+0.1,1.2,0.7,-0.2,-0.2,-0.2,0.14,9,0.11,0.33,3,33.3,18.9,0,Match Report
132,Köln,2022-03-20,1.1,,Dortmund,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,1.1,1.1,-0.1,-0.1,1.1,0.6,-0.1,-0.1,-0.1,0.11,11,0.09,1,1,9.1,14.4,0,Match Report
133,Leverkusen,2022-03-20,1,@,Wolfsburg,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,1,1,-0.1,-0.1,1,0.9,+1.0,+1.0,+1.0,0.07,15,0.13,0.4,5,33.3,19.9,1,Match Report
134,Eint Frankfurt,2022-03-20,0.2,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,45,0,0,0,0,0.2,0.2,-1,-1,0.2,0.6,-0.2,-0.2,-0.2,0.05,5,0,,0,0,16.6,0,Match Report
135,Hoffenheim,2022-03-19,0.8,@,Hertha BSC,de Bundesliga,L 0-3,0,3,-3,68,0,0,0,0,0.8,0.8,-0.5,-0.5,0.7,0.6,-0.8,-0.8,-0.7,0.1,8,0,,0,0,16.1,1,Match Report
136,Bayern Munich,2022-03-19,2.7,,Union Berlin,de Bundesliga,W 4-0,4,0,+4,70,3,1,1,0,2.7,1.9,+1.7,+0.9,1.3,1.3,+1.3,+1.1,+1.7,0.12,15,0.2,0.6,5,33.3,21,0,Match Report
137,Augsburg,2022-03-19,1,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,1,1,-1.2,-1.2,0.9,0.5,+1.0,+1.0,+1.1,0.1,10,0.2,0.5,4,40,17.4,0,Match Report
138,Greuther Fürth,2022-03-19,1,,Freiburg,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,1,1,-0.2,-0.2,0.8,0.4,-1,-1,-0.8,0.12,8,0,0,1,12.5,17.6,0,Match Report
139,Arminia,2022-03-19,0.2,@,Mainz 05,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,0.2,0.2,-4,-1.7,0.1,0.3,-0.2,-0.2,-0.1,0.04,6,0,,0,0,27.2,1,Match Report
140,Hertha BSC,2022-03-19,1.3,,Hoffenheim,de Bundesliga,W 3-0,3,0,+3,32,3,0,0,0,1.3,1.3,+0.5,+0.5,1.1,0.8,+1.7,+1.7,+0.9,0.1,13,0.23,0.5,6,46.2,17.1,0,Match Report
141,Stuttgart,2022-03-19,2.2,,Augsburg,de Bundesliga,W 3-2,3,2,+1,64,3,0,0,0,2.2,2.2,+1.2,+1.2,1.9,1.9,+0.8,+0.8,+0.1,0.09,24,0.13,0.38,8,33.3,18.3,2,Match Report
142,Union Berlin,2022-03-19,1,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,30,0,0,0,0,1,1,-1.7,-0.9,0.8,0.6,-1,-1,-0.8,0.1,10,0,0,4,40,15.9,0,Match Report
143,Mainz 05,2022-03-19,4.3,,Arminia,de Bundesliga,W 4-0,4,0,+4,56,1,3,3,0,4.3,1.9,+4.0,+1.7,1.7,1.1,-0.3,-0.9,-0.7,0.18,11,0.09,0.33,3,27.3,16.8,0,Match Report
144,Freiburg,2022-03-19,1.2,@,Greuther Fürth,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,1.2,1.2,+0.2,+0.2,0.8,0.7,-1.2,-1.2,-0.8,0.08,15,0,0,3,20,20.3,1,Match Report
145,Mainz 05,2022-03-16,0.9,,Dortmund,de Bundesliga,L 0-1,0,1,-1,41,0,0,0,0,0.9,0.9,+0.1,+0.1,0.8,1.2,-0.9,-0.9,-0.8,0.08,11,0,0,1,9.1,18.3,1,Match Report
146,Dortmund,2022-03-16,0.8,@,Mainz 05,de Bundesliga,W 1-0,1,0,+1,59,1,0,0,0,0.8,0.8,-0.1,-0.1,0.7,0.8,+0.2,+0.2,+0.3,0.07,11,0.09,0.25,4,36.4,16,2,Match Report
147,Greuther Fürth,2022-03-13,0.3,,RB Leipzig,de Bundesliga,L 1-6,1,6,-5,47,1,0,0,0,0.3,0.3,-1.3,-1.3,0.2,0.3,+0.7,+0.7,-0.2,0.05,7,0.14,1,1,14.3,22.2,0,Match Report
148,Arminia,2022-03-13,0.7,@,Dortmund,de Bundesliga,L 0-1,0,1,-1,41,0,0,0,0,0.7,0.7,-1.3,-1.3,0.6,1.4,-0.7,-0.7,-0.6,0.06,12,0,0,5,41.7,17.1,1,Match Report
149,RB Leipzig,2022-03-13,1.7,@,Greuther Fürth,de Bundesliga,W 6-1,6,1,+5,53,6,0,0,0,1.7,1.7,+1.3,+1.3,1.7,2.1,+4.3,+4.3,+4.3,0.14,12,0.5,1,6,50,14,1,Match Report
150,Dortmund,2022-03-13,2,,Arminia,de Bundesliga,W 1-0,1,0,+1,59,1,0,0,0,2,2,+1.3,+1.3,1.5,1.8,-1,-1,-0.5,0.11,19,0.05,0.33,3,15.8,15,0,Match Report
151,Bochum,2022-03-13,1.1,@,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,47,1,0,0,0,1.1,1.1,-0.7,-0.7,0.9,1.3,-0.1,-0.1,+0.1,0.16,7,0.14,0.2,5,71.4,15.2,0,Match Report
152,Köln,2022-03-13,0.5,@,Leverkusen,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,0.5,0.5,-1.9,-1.9,0.5,0.9,+0.5,+0.5,+0.5,0.09,6,0.17,0.33,3,50,16.8,0,Match Report
153,Leverkusen,2022-03-13,2.4,,Köln,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,2.4,2.4,+1.9,+1.9,2.1,1.8,-2.4,-2.4,-2.1,0.16,15,0,0,3,20,16.9,2,Match Report
154,Eint Frankfurt,2022-03-13,1.8,,Bochum,de Bundesliga,W 2-1,2,1,+1,53,1,0,0,0,1.8,1.8,+0.7,+0.7,1.7,1.8,-0.8,-0.8,-0.7,0.13,14,0.07,0.25,4,28.6,15.3,1,Match Report
155,Hoffenheim,2022-03-12,1.7,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,38,1,0,0,0,1.7,1.7,-1.2,-1.2,1.6,1.5,-0.7,-0.7,-0.6,0.19,9,0.11,0.17,6,66.7,13.2,0,Match Report
156,Bayern Munich,2022-03-12,2.9,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,62,1,0,0,0,2.9,2.9,+1.2,+1.2,1.8,1.9,-1.9,-1.9,-0.8,0.17,18,0.06,0.14,7,38.9,14.6,0,Match Report
157,Hertha BSC,2022-03-12,0.6,@,Gladbach,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,0.6,0.6,-1.2,-0.4,0.5,0.7,-0.6,-0.6,-0.5,0.05,12,0,0,3,25,21.7,0,Match Report
158,Gladbach,2022-03-12,1.8,,Hertha BSC,de Bundesliga,W 2-0,2,0,+2,53,1,1,1,0,1.8,1,+1.2,+0.4,1,1.2,+0.2,0,0,0.08,12,0.08,0.25,4,33.3,15.1,0,Match Report
159,Wolfsburg,2022-03-12,1.3,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,58,2,0,0,0,1.3,1.3,0,0,1.1,1.1,+0.7,+0.7,-0.1,0.11,12,0.17,0.4,5,41.7,19.5,0,Match Report
160,Stuttgart,2022-03-12,1,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,56,1,0,0,0,1,1,-0.5,+0.3,1,0.9,0,0,0,0.09,11,0.09,0.33,3,27.3,17.9,0,Match Report
161,Union Berlin,2022-03-12,1.5,,Stuttgart,de Bundesliga,D 1-1,1,1,0,44,0,1,1,0,1.5,0.7,+0.5,-0.3,0.6,0.9,-0.5,-0.7,-0.6,0.07,11,0,0,2,18.2,19.1,0,Match Report
162,Freiburg,2022-03-12,1.3,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,42,3,0,0,0,1.3,1.3,0,0,1,1.2,+1.7,+1.7,+1.0,0.09,15,0.2,0.38,8,53.3,16.8,1,Match Report
163,Hoffenheim,2022-03-06,2.5,@,Köln,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,2.5,2.5,+0.9,+0.9,2.7,1.7,-1.5,-1.5,-1.7,0.21,13,0.08,0.33,3,23.1,15,0,Match Report
164,Köln,2022-03-06,1.6,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,1.6,1.6,-0.9,-0.9,1.5,1.6,-1.6,-1.6,-1.5,0.16,10,0,0,4,40,12.6,0,Match Report
165,Bayern Munich,2022-03-05,1.6,,Leverkusen,de Bundesliga,D 1-1,1,1,0,68,1,0,0,0,1.6,1.6,-0.5,-0.5,1.4,1.8,-0.6,-0.6,-1.4,0.09,19,0.05,0.2,5,26.3,16.7,0,Match Report
166,Greuther Fürth,2022-03-05,0.7,@,Bochum,de Bundesliga,L 1-2,1,2,-1,55,0,0,0,0,0.7,0.7,-0.9,-0.9,0.3,0.5,-0.7,-0.7,-0.3,0.08,9,0,0,2,22.2,13.9,1,Match Report
167,Hertha BSC,2022-03-05,0.4,,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,47,1,0,0,0,0.4,0.4,-0.7,-0.7,0.3,0.7,+0.6,+0.6,-0.3,0.04,10,0.1,0.25,4,40,17.1,1,Match Report
168,Gladbach,2022-03-05,0.9,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,0.9,0.9,-1.5,-1.5,0.7,1.5,+1.1,+1.1,+1.3,0.11,8,0.25,0.67,3,37.5,13.6,0,Match Report
169,Wolfsburg,2022-03-05,0.5,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,46,0,0,0,0,0.5,0.5,-0.8,-0.8,0.4,0.5,-0.5,-0.5,-0.4,0.06,8,0,0,3,37.5,19.1,0,Match Report
170,Stuttgart,2022-03-05,2.4,,Gladbach,de Bundesliga,W 3-2,3,2,+1,57,3,0,0,0,2.4,2.4,+1.5,+1.5,1.6,1.7,+0.6,+0.6,-0.6,0.13,19,0.16,0.43,7,36.8,15.9,1,Match Report
171,Union Berlin,2022-03-05,1.2,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,1.2,1.2,+0.8,+0.8,1,1.1,-1.2,-1.2,-1,0.07,19,0,0,4,21.1,16.1,0,Match Report
172,Freiburg,2022-03-05,0.4,@,RB Leipzig,de Bundesliga,D 1-1,1,1,0,29,1,0,0,0,0.4,0.4,-0.2,-0.2,0.1,0.1,+0.6,+0.6,-0.1,0.1,4,0.25,0.33,3,75,22.5,0,Match Report
173,RB Leipzig,2022-03-05,0.6,,Freiburg,de Bundesliga,D 1-1,1,1,0,71,1,0,0,0,0.6,0.6,+0.2,+0.2,0.5,1.5,+0.4,+0.4,+0.5,0.04,14,0.07,0.17,6,42.9,17.3,0,Match Report
174,Bochum,2022-03-05,1.6,,Greuther Fürth,de Bundesliga,W 2-1,2,1,+1,45,2,0,0,0,1.6,1.6,+0.9,+0.9,0.3,0.6,+0.4,+0.4,-0.3,0.11,14,0.14,0.29,7,50,18.8,1,Match Report
175,Leverkusen,2022-03-05,2.1,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,32,0,0,0,0,2.1,2.1,+0.5,+0.5,1.5,1.3,-2.1,-2.1,-1.5,0.24,9,0,0,2,22.2,13,0,Match Report
176,Eint Frankfurt,2022-03-05,1.2,@,Hertha BSC,de Bundesliga,W 4-1,4,1,+3,53,4,0,0,0,1.2,1.2,+0.7,+0.7,0.9,1.2,+2.8,+2.8,+2.1,0.1,12,0.33,0.67,6,50,17,1,Match Report
177,Augsburg,2022-03-04,0.5,@,Arminia,de Bundesliga,W 1-0,1,0,+1,50,1,0,0,0,0.5,0.5,+0.3,+0.3,0.2,0.6,+0.5,+0.5,+0.8,0.07,7,0.14,1,1,14.3,18.2,0,Match Report
178,Arminia,2022-03-04,0.2,,Augsburg,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,0.2,0.2,-0.3,-0.3,0.1,0.6,-0.2,-0.2,-0.1,0.03,5,0,0,1,20,26.9,0,Match Report
179,Augsburg,2022-02-27,0.8,,Dortmund,de Bundesliga,D 1-1,1,1,0,36,1,0,0,0,0.8,0.8,+0.2,+0.2,0.4,0.5,+0.2,+0.2,+0.6,0.11,8,0.13,0.33,3,37.5,12.3,0,Match Report
180,RB Leipzig,2022-02-27,0.7,@,Bochum,de Bundesliga,W 1-0,1,0,+1,49,1,0,0,0,0.7,0.7,-0.1,-0.1,0.7,0.8,+0.3,+0.3,+0.3,0.12,6,0.17,1,1,16.7,15.4,0,Match Report
181,Dortmund,2022-02-27,0.6,@,Augsburg,de Bundesliga,D 1-1,1,1,0,64,1,0,0,0,0.6,0.6,-0.2,-0.2,0.6,0.5,+0.4,+0.4,+0.4,0.06,10,0.1,0.17,6,60,19.5,1,Match Report
182,Bochum,2022-02-27,0.8,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,51,0,0,0,0,0.8,0.8,+0.1,+0.1,0.6,0.7,-0.8,-0.8,-0.6,0.06,14,0,0,1,7.1,18.7,0,Match Report
183,Bayern Munich,2022-02-26,2.4,@,Eint Frankfurt,de Bundesliga,W 1-0,1,0,+1,68,1,0,0,0,2.4,2.4,+1.5,+1.5,1.9,2.5,-1.4,-1.4,-0.9,0.12,21,0.05,0.11,9,42.9,17.2,0,Match Report
184,Greuther Fürth,2022-02-26,0.7,,Köln,de Bundesliga,D 1-1,1,1,0,41,1,0,0,0,0.7,0.7,+0.1,+0.1,0.5,0.5,+0.3,+0.3,+0.5,0.06,12,0.08,0.2,5,41.7,16.7,0,Match Report
185,Arminia,2022-02-26,0.4,@,Leverkusen,de Bundesliga,L 0-3,0,3,-3,29,0,0,0,0,0.4,0.4,-1.7,-1.7,0.3,0.4,-0.4,-0.4,-0.3,0.05,9,0,0,3,33.3,24.1,0,Match Report
186,Hertha BSC,2022-02-26,1.3,@,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,1.3,1.3,-1.3,-0.5,1,1,-1.3,-1.3,-1,0.07,18,0,0,2,11.1,14.5,1,Match Report
187,Gladbach,2022-02-26,2.4,,Wolfsburg,de Bundesliga,D 2-2,2,2,0,66,2,0,0,0,2.4,2.4,+1.0,+1.0,1.8,2.3,-0.4,-0.4,+0.2,0.09,26,0.08,0.2,10,38.5,14.4,0,Match Report
188,Wolfsburg,2022-02-26,1.4,@,Gladbach,de Bundesliga,D 2-2,2,2,0,34,2,0,0,0,1.4,1.4,-1,-1,1.4,1,+0.6,+0.6,+0.6,0.23,6,0.33,1,2,33.3,12,0,Match Report
189,Union Berlin,2022-02-26,1,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,1,1,0,0,0.9,0.7,+2.0,+2.0,+1.1,0.16,6,0.5,1,3,50,18.3,0,Match Report
190,Mainz 05,2022-02-26,1,@,Union Berlin,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,1,1,0,0,0.6,1.2,0,0,+0.4,0.07,15,0.07,1,1,6.7,20.3,2,Match Report
191,Freiburg,2022-02-26,2.6,,Hertha BSC,de Bundesliga,W 3-0,3,0,+3,58,2,1,1,0,2.6,1.8,+1.3,+0.5,1,1.8,+0.4,+0.2,0,0.14,15,0.13,0.5,4,26.7,15.7,2,Match Report
192,Köln,2022-02-26,0.6,@,Greuther Fürth,de Bundesliga,D 1-1,1,1,0,59,1,0,0,0,0.6,0.6,-0.1,-0.1,0.6,1,+0.4,+0.4,+0.4,0.03,18,0.06,0.25,4,22.2,20.1,1,Match Report
193,Leverkusen,2022-02-26,2.1,,Arminia,de Bundesliga,W 3-0,3,0,+3,71,3,0,0,0,2.1,2.1,+1.7,+1.7,1.9,3.3,+0.9,+0.9,-1.9,0.11,21,0.14,0.33,9,42.9,16.4,0,Match Report
194,Eint Frankfurt,2022-02-26,0.9,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,32,0,0,0,0,0.9,0.9,-1.5,-1.5,0.9,0.7,-0.9,-0.9,-0.9,0.15,6,0,0,1,16.7,14.1,0,Match Report
195,Hoffenheim,2022-02-25,2.6,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,55,2,0,0,0,2.6,2.6,+0.9,+0.9,2.1,3,-0.6,-0.6,-1.1,0.18,16,0.13,0.33,6,37.5,12.4,0,Match Report
196,Stuttgart,2022-02-25,1.7,@,Hoffenheim,de Bundesliga,L 1-2,1,2,-1,45,1,0,0,0,1.7,1.7,-0.9,-0.9,1.6,1.3,-0.7,-0.7,-0.6,0.13,13,0.08,0.25,4,30.8,16.2,0,Match Report
197,Bayern Munich,2022-02-20,1.8,,Greuther Fürth,de Bundesliga,W 4-1,4,1,+3,78,3,0,0,0,1.8,1.8,+1.0,+1.0,1.3,3.8,+1.2,+1.2,+1.7,0.09,20,0.15,0.38,8,40,17.6,1,Match Report
198,Greuther Fürth,2022-02-20,0.8,@,Bayern Munich,de Bundesliga,L 1-4,1,4,-3,22,1,0,0,0,0.8,0.8,-1,-1,0.3,0.3,+0.2,+0.2,-0.3,0.1,8,0.13,0.33,3,37.5,18.9,1,Match Report
199,Hertha BSC,2022-02-20,1,,RB Leipzig,de Bundesliga,L 1-6,1,6,-5,36,1,0,0,0,1,1,-2.4,-1.6,0.8,0.7,0,0,+0.2,0.13,8,0.13,0.25,4,50,15.3,1,Match Report
200,Gladbach,2022-02-20,0.9,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,50,0,0,0,0,0.9,0.9,-3,-2.2,0.9,1.2,-0.9,-0.9,-0.9,0.11,8,0,0,4,50,15.6,0,Match Report
201,RB Leipzig,2022-02-20,3.4,@,Hertha BSC,de Bundesliga,W 6-1,6,1,+5,64,5,1,1,0,3.4,2.6,+2.4,+1.6,2.4,2.8,+2.6,+2.4,+0.6,0.16,17,0.29,0.56,9,52.9,16.2,1,Match Report
202,Dortmund,2022-02-20,3.8,,Gladbach,de Bundesliga,W 6-0,6,0,+6,50,5,1,1,0,3.8,3.1,+3.0,+2.2,2.1,1.4,+2.2,+1.9,+1.9,0.21,15,0.33,0.56,9,60,18.9,1,Match Report
203,Hoffenheim,2022-02-19,1.5,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,45,2,0,0,0,1.5,1.5,0,0,1.3,1.5,+0.5,+0.5,+0.7,0.14,11,0.18,0.5,4,36.4,14.6,0,Match Report
